收费门架信息,,,,
序号,收费门架编号,门架名称,纬度,经度
394,G000337008003320010,枣庄北枢纽-枣庄北收费门架,34.862869,117.255298
395,G000337008003410010,枣庄南-枣庄南虚收费门架,34.742072,117.306696
396,G000337008003420010,枣庄南虚-枣庄南收费门架,34.742072,117.306696
397,G000337008003510010,微山湖-微山湖虚收费门架,34.711238,117.321451
398,G000337008003520010,微山湖虚-微山湖收费门架,34.711238,117.321451
399,G001537001000110010,大杨家枢纽-中桥门架,37.50359518,121.09351588
400,G001537001000210020,中桥-臧家庄门架,37.486915,121.021326
401,G001537001000310030,臧家庄-沈海蓬栖枢纽门架,37.473365,120.968558
402,G001537001000410040,沈海蓬栖枢纽-栖霞北门架,37.4321317,120.88569943
403,G001537001000510050,栖霞北-栖霞门架,37.418846,120.867121
404,G001537001000610060,栖霞-栖霞南门架,37.216454,120.696869
405,G001537001000710070,栖霞南-莱阳门架,37.150549,120.642385
406,G001537001000810080,莱阳-河头店门架,37.1167408,120.61856999
407,G001537001000920090,河头店-莱阳门架,37.11609454,120.61843947
408,G001537001001020100,莱阳-栖霞南门架,37.150201,120.642177
409,G001537001001120110,栖霞南-栖霞门架,37.215683,120.696469
410,G001537001001220120,栖霞-栖霞北门架,37.418345,120.866558
411,G001537001001320130,栖霞北-沈海蓬栖枢纽门架,37.43115597,120.88457895
412,G001537001001420140,沈海蓬栖枢纽-臧家庄门架,37.472551,120.966661
413,G001537001001520150,臧家庄-中桥门架,37.486544,121.020491
414,G001537001001620160,中桥-大杨家枢纽门架,37.50334832,121.09278373
415,G001537001001710010,中桥-中桥虚收费门架,37.486177,121.016465
416,G001537001001720010,中桥虚-中桥收费门架,37.486177,121.016465
417,G001537001001810010,臧家庄-臧家庄虚收费门架,37.485469,121.015237
418,G001537001001820010,臧家庄虚-臧家庄收费门架,37.485469,121.015237
419,G001537001001910010,栖霞北-栖霞北虚收费门架,37.418258,120.862383
420,G001537001001920010,栖霞北虚-栖霞北收费门架,37.418258,120.862383
421,G001537001002010010,栖霞-栖霞虚收费门架,37.417581,120.861737
422,G001537001002020010,栖霞虚-栖霞收费门架,37.417581,120.861737
423,G001537001002110010,栖霞南-栖霞南虚收费门架,37.150133,120.637691
424,G001537001002120010,栖霞南虚-栖霞南收费门架,37.150133,120.637691
425,G001537001002210010,莱阳-莱阳虚收费门架,37.116526,120.613929
426,G001537001002220010,莱阳虚-莱阳收费门架,37.116526,120.613929
427,G001537002000210010,河头店-高格庄枢纽门架,37.015473,120.552146
428,G001537002000310020,高格庄枢纽-莱西枢纽门架,36.985609,120.524111
429,G001537002000420030,莱西枢纽-高格庄枢纽门架,36.984907,120.523572
430,G001537002000520040,高格庄枢纽-河头店门架,37.015174,120.551982
431,G001537002000710010,河头店-河头店虚收费门架,37.115637,120.613685
432,G001537002000720010,河头店虚-河头店收费门架,37.115637,120.613685
433,G001537003000110010,莱西枢纽-牛溪埠门架,36.85166280153635,120.42719847055977
434,G001537003000210020,牛溪埠-院上门架,36.83602233266686,120.41225910606526
435,G001537003000310030,院上-仁兆门架,36.75695189,120.33677763
436,G001537003000420040,仁兆-院上门架,36.7560982,120.33568843
437,G001537003000520050,院上-牛溪埠门架,36.83553325,120.41184053
438,G001537003000620060,牛溪埠-莱西枢纽门架,36.8509683701339,120.426884120471
439,G001537003000710010,牛溪埠-牛溪埠虚收费门架,36.840657,120.423194
440,G001537003000720010,牛溪埠虚-牛溪埠收费门架,36.841144,120.422693
441,G001537003000810010,院上-院上虚收费门架,36.763441,120.342885
442,G001537003000820010,院上虚-院上收费门架,36.763329,120.343609
443,G001537004000210010,仁兆-南村临枢纽门架,36.61416175570433,120.17916936760388
444,G001537004000310020,南村临枢纽-南村门架,36.56372434,120.12720192
445,G001537004000410030,南村-马店枢纽门架,36.54435647,120.11199358
446,G001537004000520040,马店枢纽-南村门架,36.54357081,120.11179996
447,G001537004000620050,南村-南村临枢纽门架,36.56163449,120.12490632
448,G001537004000720060,南村临枢纽-仁兆门架,36.61347798,120.17842721
449,G001537004000910010,仁兆-仁兆虚收费门架,36.623486,120.190611
450,G001537004000920010,仁兆虚-仁兆收费门架,36.623017,120.190143
451,G001537004001010010,南村-南村虚收费门架,36.556049,120.115211
452,G001537004001020010,南村虚-南村收费门架,36.555368,120.115277
453,G001537005000110010,马店枢纽-沈海胶州门架,36.25224517,119.95595012
454,G001537005000210020,沈海胶州-九龙门架,36.23773125,119.95700352
455,G001537005000310030,九龙-王台门架,36.15709173,119.97720868
456,G001537005000420040,王台-九龙门架,36.15585574,119.97757089
457,G001537005000520050,九龙-沈海胶州门架,36.23703369,119.95707053
458,G001537005000620060,沈海胶州-马店枢纽门架,36.25166619,119.95621869
459,G001537005000710010,沈海胶州-沈海胶州虚收费门架,36.246299,119.953731
460,G001537005000720010,沈海胶州虚-沈海胶州收费门架,36.246679,119.954544
461,G001537005000810010,九龙-九龙虚收费门架,36.167114,119.977969
462,G001537005000820010,九龙虚-九龙收费门架,36.166429,119.978129
463,G001537005000910010,王台-王台虚收费门架,36.083300,119.983877
464,G001537005000920010,王台虚-王台收费门架,36.083920,119.983721
465,G001537006000110010,王台-胶南枢纽门架,36.06536259,119.98180925
466,G001537006000210020,胶南枢纽-胶南北枢纽门架,36.03089564,119.97386692
467,G001537006000310030,胶南北枢纽-铁山门架,35.908751,119.950356
468,G001537006000410040,铁山-泊里门架,35.884062,119.929430
469,G001537006000510050,泊里-大场门架,35.699622,119.728662
470,G001537006000820060,大场-泊里门架,35.69897962,119.7280718
471,G001537006000920070,泊里-铁山门架,35.883061,119.928345
472,G001537006001020080,铁山-胶南北枢纽门架,35.908429,119.950312
473,G001537006001120090,胶南北枢纽-胶南枢纽门架,36.0298226,119.97420473
474,G001537006001220100,胶南枢纽-王台门架,36.06424933046377,119.9816037997486
475,G001537006001310010,铁山-铁山虚收费门架,35.890662,119.939841
476,G001537006001320010,铁山虚-铁山收费门架,35.890283,119.939218
477,G001537006001410010,泊里-泊里虚收费门架,35.698714,119.734793
478,G001537006001420010,泊里虚-泊里收费门架,35.699032,119.734415
479,G001537006001510010,大场-大场虚收费门架,35.492768,119.472481
480,G001537006001520010,大场虚-大场收费门架,35.492768,119.472481
481,G001537007000110010,大场-日照北门架,35.49279978,119.47803993
482,G001537007000210020,日照北-圈村枢纽门架,35.4704028,119.46458927
483,G001537007000310030,圈村枢纽-沈海日照疏港枢纽门架,35.403498,119.403798
484,G001537007000410040,沈海日照疏港枢纽-日照南门架,35.301028,119.360376
485,G001537007000510050,日照南-岚山门架,35.14453848,119.2863075
486,G001537007000710060,汾水枢纽-沈海鲁苏门架,35.113781,119.258283
487,G001537007000710070,汾水枢纽-沈海鲁苏门架,35.109675,119.255585
488,G001537007000820080,沈海鲁苏-汾水枢纽门架,35.104252,119.251930
489,G001537007000820090,沈海鲁苏-汾水枢纽门架,35.109140,119.255383
490,G001537007001020100,岚山-日照南门架,35.14399332,119.28586105
491,G001537007001120110,日照南-沈海日照疏港枢纽门架,35.299984,119.360097
492,G001537007001220120,沈海日照疏港枢纽-圈村枢纽门架,35.402950,119.403661
493,G001537007001320130,圈村枢纽-日照北门架,35.46925024,119.46370308
494,G001537007001420140,日照北-大场门架,35.4910117,119.47753682
495,G001537007001510010,日照北-日照北虚收费门架,35.490989,119.471997
496,G001537007001520010,日照北虚-日照北收费门架,35.490989,119.471997
497,G001537007001610010,日照南-日照南虚收费门架,35.144842,119.280698
498,G001537007001620010,日照南虚-日照南收费门架,35.144842,119.280698
499,G001537007001710010,岚山-岚山虚收费门架,35.110261,119.249976
500,G001537007001720010,岚山虚-岚山收费门架,35.110261,119.249976
501,G001537007001810010,岚山虚-汾水枢纽收费门架,0.000000,0.000000
502,G001537007001820010,汾水枢纽-岚山虚收费门架,0.000000,0.000000
503,G001537008000110010,烟海荣乌枢纽-莱山门架,37.430145,121.422433
504,G001537008000210020,莱山-杜家疃门架,37.432952,121.397102
505,G001537008000310030,杜家疃-崇义门架,37.441829,121.338808
506,G001537008000410040,崇义-东厅门架,37.46651496,121.25493938
507,G001537008000510050,东厅-大杨家枢纽门架,37.485013,121.210558
508,G001537008000610060,大杨家枢纽-古现门架,37.556001,121.130698
509,G001537008000710070,古现-八角枢纽门架,37.590621,121.109800
510,G001537008000810080,福山-大杨家枢纽门架,37.52647147,121.2022654
511,G001537008000920090,大杨家枢纽-福山门架,37.52639312,121.20161789
512,G001537008001020100,八角枢纽-古现门架,37.591432,121.109249
513,G001537008001120110,古现-大杨家枢纽门架,37.556419,121.129644
514,G001537008001220120,大杨家枢纽-东厅门架,37.48538533,121.20935234
515,G001537008001320130,东厅-崇义门架,37.46691583,121.25355984
516,G001537008001420140,崇义-杜家疃门架,37.441774,121.338064
517,G001537008001520150,杜家疃-莱山门架,37.433058,121.395148
518,G001537008001620160,莱山-烟海荣乌枢纽门架,37.430105,121.421662
519,G001537008001710010,莱山-莱山虚收费门架,37.431969,121.391614
520,G001537008001720010,莱山虚-莱山收费门架,37.431969,121.391614
521,G001537008001810010,杜家疃-杜家疃虚收费门架,37.440854,121.333713
522,G001537008001820010,杜家疃虚-杜家疃收费门架,37.440854,121.333713
523,G001537008001910010,崇义-崇义虚收费门架,37.465774,121.249690
524,G001537008001920010,崇义虚-崇义收费门架,37.465774,121.249690
525,G001537008002010010,东厅-东厅虚收费门架,37.484246,121.205125
526,G001537008002020010,东厅虚-东厅收费门架,37.484246,121.205125
527,G001537008002110010,古现-古现虚收费门架,37.589731,121.104422
528,G001537008002120010,古现虚-古现收费门架,37.589731,121.104422
529,G001537008002210010,福山-福山虚收费门架,37.525595,121.197648
530,G001537008002220010,福山虚-福山收费门架,37.525595,121.197648
531,G001537009000110010,日照机场-沈海日照疏港枢纽门架,35.397539248342355,119.37885424500067
532,G001537009000220020,沈海日照疏港枢纽-日照机场门架,35.398266955325106,119.38183445671622
533,G001537009000310010,日照机场-日照机场虚收费门架,35.398009,139.375268
534,G001537009000320010,日照机场虚-日照机场收费门架,35.398009,139.375268
535,G001837001000110010,荣成-荣成西门架,37.07335028,122.31830545
536,G001837001000210020,荣成西-文登南门架,37.07468668,122.2545358
537,G001837001000310030,文登南-南海新港门架,37.05610682,122.08321384
538,G001837001000410040,南海新港-威乳荣文立交门架,37.0486702,122.03827614
539,G001837001000520050,威乳荣文立交-南海新港门架,37.048612,122.03751772
540,G001837001000620060,南海新港-文登南门架,37.05579466,122.08251168
541,G001837001000720070,文登南-荣成西门架,37.074399,122.252932
542,G001837001000820080,荣成西-荣成门架,37.07324831,122.31751553
543,G001837001000910010,荣成-荣成虚收费门架,37.072677,122.313581
544,G001837001000920010,荣成虚-荣成收费门架,37.072677,122.313581
545,G001837001001010010,荣成西-荣成西虚收费门架,37.072481,122.312357
546,G001837001001020010,荣成西虚-荣成西收费门架,37.072481,122.312357
547,G001837001001110010,文登南-文登南虚收费门架,37.073803,122.249081
548,G001837001001120010,文登南虚-文登南收费门架,37.073803,122.249081
549,G001837001001210010,南海新港-南海新港虚收费门架,37.047965,122.033695
550,G001837001001220010,南海新港虚-南海新港收费门架,37.047965,122.033695
551,G001837002000110010,双岛-北海门架,37.471682,121.959810
552,G001837002000210020,北海-酒馆门架,37.461417,121.916622
553,G001837002000320030,酒馆-北海门架,37.460982,121.915229
554,G001837002000420040,北海-双岛门架,37.471455,121.959348
555,G001837002000510010,双岛-双岛虚收费门架,37.470900,121.955002
556,G001837002000520010,双岛虚-双岛收费门架,37.470900,121.955002
557,G001837002000610010,北海-北海虚收费门架,37.470782,121.954486
558,G001837002000620010,北海虚-北海收费门架,37.470782,121.954486
559,G001837003000210010,酒馆-牟平东门架,37.447406,121.854532
560,G001837003000310020,牟平东-养马岛门架,37.427601,121.662217
561,G001837003000410030,养马岛-烟海荣乌枢纽门架,37.423273,121.571834
562,G001837003000920040,烟海荣乌枢纽-养马岛门架,37.423217,121.571076
563,G001837003001020050,养马岛-牟平东门架,37.427269,121.661486
564,G001837003001120060,牟平东-酒馆门架,37.447221,121.853506
565,G001837003001310010,酒馆-酒馆虚收费门架,37.460484,121.910827
566,G001837003001320010,酒馆虚-酒馆收费门架,37.460484,121.910827
567,G001837003001410010,牟平东-牟平东虚收费门架,37.446617,121.849085
568,G001837003001420010,牟平东虚-牟平东收费门架,37.446617,121.849085
569,G001837003001510010,养马岛-养马岛虚收费门架,37.422567,121.566888
570,G001837003001520010,养马岛虚-养马岛收费门架,37.422567,121.566888
571,G001837004000210010,郭家埠枢纽-新河门架,36.947582,119.639026
572,G001837004000310020,新河-下营门架,36.95087117,119.59311211
573,G001837004000420030,下营-新河门架,36.95081559,119.59230231
574,G001837004000520040,新河-郭家埠枢纽门架,36.947631,119.638030
575,G001837004000710010,新河-新河虚收费门架,36.947327,119.633338
576,G001837004000720010,新河虚-新河收费门架,36.947327,119.633338
577,G001837005000110010,八角枢纽-烟台机场门架,37.616595,121.041486
578,G001837005000210060,黄城-龙口港枢纽门架,37.607026,120.467624
579,G001837005000310020,烟台机场-蓬莱枢纽门架,37.634578,120.982668
580,G001837005000410030,蓬莱枢纽-蓬莱东门架,37.633506,120.903477
581,G001837005000510040,蓬莱东-蓬莱西门架,37.6344488,120.71553966
582,G001837005000610050,蓬莱西-黄城门架,37.64295348,120.66038329
583,G001837005000710070,龙口港枢纽-龙口门架,37.54384380611546,120.35703746866332
584,G001837005001020080,龙口-龙口港枢纽门架,37.542885,120.356648
585,G001837005001120100,黄城-蓬莱西门架,37.64299709,120.65914196
586,G001837005001220110,蓬莱西-蓬莱东门架,37.63464361,120.71459029
587,G001837005001320120,蓬莱东-蓬莱枢纽门架,37.633184,120.902508
588,G001837005001420130,蓬莱枢纽-烟台机场门架,37.634511,120.981980
